x,,
2989.508965,26494.90054,0.112833372
1897.000501,,0.071598702
816.9414654,,0.030833913
646.1557447,,
514.042636,,
470.5559978,,
422.590247,,
329.5743965,,
302.2198906,,
274.4293312,,
258.7819303,,
239.5812347,,
233.0208849,,
214.6766291,,
195.9334716,,
188.6112424,,
174.2595047,,
168.7904532,,
163.7294261,,
157.2315474,,
155.7165452,,
147.1050409,,
144.3364761,,
140.5280041,,
139.4219163,,
135.9192072,,
134.9207903,,
133.7905077,,
125.3757956,,
124.1405231,,
122.812326,,
119.2209006,,
117.203325,,
116.3782039,,
114.4409893,,
112.5985158,,
111.5295018,,
109.8614545,,
107.1979203,,
106.0825155,,
102.83993,,
102.6604189,,
99.66508574,,
99.49210219,,
96.75042314,,
95.94605402,,
95.32943912,,
95.05978593,,
93.6827636,,
92.26982478,,
91.00529968,,
89.62809611,,
88.49247774,,
87.87893828,,
86.66922315,,
86.14689469,,
84.59329952,,
83.08947936,,
82.16945394,,
80.91254411,,
79.77216685,,
79.19628826,,
79.04975831,,
78.35785582,,
76.05606711,,
76.0449449,,
75.53294884,,
75.03241714,,
73.87303613,,
72.93378324,,
72.41170213,,
71.97325823,,
70.85212353,,
70.40982126,,
69.49721874,,
69.17613042,,
67.83110333,,
67.30394487,,
67.00317408,,
66.40606725,,
66.03858617,,
65.51134332,,
64.97754061,,
64.19857388,,
63.52240295,,
63.21574887,,
62.79953655,,
61.90395617,,
61.19265276,,
60.98995362,,
60.78462489,,
60.15442939,,
59.46284349,,
59.24968295,,
58.58511401,,
58.33069755,,
57.87126945,,
57.65846139,,
57.39819586,,
56.62416483,,
56.40687106,,
56.2411337,,
55.57376406,,
55.29401972,,
54.82459671,,
54.70406963,,
54.3320293,,
54.09265502,,
53.89953417,,
53.73912893,,
53.19264145,,
52.8564828,,
52.47306039,,
52.26974135,,
51.63732839,,
51.30285475,,
50.54815102,,
50.41174151,,
50.20326953,,
50.0681175,,
49.87841547,,
49.81812707,,
49.13494674,,
48.89173059,,
48.62988794,,
48.24616428,,
48.14937137,,
47.72148631,,
47.49101832,,
47.29240924,,
47.11519901,,
47.0085093,,
46.67019094,,
46.23660146,,
46.05721442,,
45.95739627,,
45.76346322,,
45.34208928,,
44.9788073,,
44.8434308,,
44.61463068,,
44.34761305,,
44.16612374,,
43.98091266,,
43.8314185,,
43.49374491,,
43.20981574,,
42.98420063,,
42.91644124,,
42.60674756,,
42.34892476,,
42.03522058,,
41.90271691,,
41.5099434,,
41.22227491,,
41.11503607,,
40.95582,,
40.63569192,,
40.40892307,,
40.20685348,,
40.08037723,,
39.83680154,,
39.62913081,,
39.43561275,,
39.19280112,,
38.99691836,,
38.82772912,,
38.52969882,,
38.37737195,,
38.27571585,,
38.0988247,,
37.90517895,,
37.76937324,,
37.5039691,,
37.24296423,,
37.04073797,,
36.91428801,,
36.64749906,,
36.5841783,,
36.37823363,,
36.18905818,,
36.00606842,,
35.82085899,,
35.5603424,,
35.49452701,,
35.24372821,,
35.06649976,,
34.92136979,,
34.71890391,,
34.5380559,,
34.45789337,,
34.21250014,,
34.06544164,,
33.97928022,,
33.76030539,,
33.60154932,,
33.58186793,,
33.27899572,,
33.2486832,,
32.96668178,,
32.76261123,,
32.61338629,,
32.51274255,,
32.24326997,,
32.01107652,,
31.94153517,,
31.80607726,,
31.6376078,,
31.5477285,,
31.41038431,,
31.3609137,,
31.2675101,,
31.14672083,,
30.97948369,,
30.73921591,,
30.6910642,,
30.33278655,,
30.22821216,,
30.18745999,,
30.07084734,,
29.98379772,,
29.82103142,,
29.7571424,,
29.62496548,,
29.45389164,,
29.22945166,,
29.18469362,,
28.99615663,,
28.83604179,,
28.81394419,,
28.74502389,,
28.57699671,,
28.47140315,,
28.41928704,,
28.17678275,,
27.92855544,,
27.83569573,,
27.77156592,,
27.70413729,,
27.52851575,,
27.421212,,
27.29803855,,
27.187412,,
26.83981567,,
26.75206359,,
26.64702203,,
26.53871496,,
26.50548858,,
26.29676618,,
26.24640206,,
26.09742074,,
25.96270475,,
25.77224022,,
25.74728764,,
25.59225099,,
25.45504605,,
25.43090681,,
25.33263148,,
25.20363311,,
25.08993178,,
24.92336596,,
24.77747271,,
24.73622576,,
24.51584389,,
24.41234726,,
24.29101986,,
24.24780312,,
24.16766269,,
24.12545663,,
23.91334361,,
23.81691398,,
23.64687329,,
23.63429149,,
23.44925389,,
23.34598095,,
23.22695127,,
23.18593547,,
22.99284639,,
22.90851265,,
22.78698859,,
22.7139963,,
22.46675223,,
22.35228592,,
22.24978999,,
22.13571932,,
22.08030859,,
21.9407985,,
21.82618606,,
21.75496407,,
21.73781946,,
21.65402943,,
21.6057595,,
21.52753896,,
21.48144196,,
21.25845183,,
21.19947319,,
21.12186476,,
21.0855344,,
21.0038118,,
20.82778461,,
20.57392654,,
20.48250155,,
20.36350573,,
20.30574455,,
20.1551391,,
20.06122467,,
19.92380844,,
19.84596702,,
19.779568,,
19.6514804,,
19.56806537,,
19.41070075,,
19.40095741,,
19.3090933,,
19.08577772,,
18.95048721,,
18.88216211,,
18.73662994,,
18.56289137,,
18.51932013,,
18.51135387,,
18.34255352,,
18.21539503,,
18.13875178,,
17.99185358,,
17.88214053,,
17.78714796,,
17.69380928,,
17.56663086,,
17.5085365,,
17.36985373,,
17.32599455,,
17.17659232,,
17.14211905,,
16.95983187,,
16.76221434,,
16.68812599,,
16.64799322,,
16.52584966,,
16.32438431,,
16.22338594,,
16.13630433,,
16.05518446,,
15.95111145,,
15.72285085,,
15.62627593,,
15.50774621,,
15.40015063,,
15.29280172,,
15.1708361,,
15.00409307,,
14.86295924,,
14.81867596,,
14.64618075,,
14.57080384,,
14.55798878,,
14.45678656,,
14.32574902,,
14.15990893,,
14.09937703,,
14.03474157,,
13.99980225,,
13.91253341,,
13.79633397,,
13.76153929,,
13.62926585,,
13.49628363,,
13.37817253,,
13.28559069,,
13.14562042,,
13.08706339,,
12.92690551,,
12.86376607,,
12.66120176,,
12.64426542,,
12.45055105,,
12.38126184,,
12.12186739,,
12.06605459,,
11.96704473,,
11.91387858,,
11.8614938,,
11.68957337,,
11.52750993,,
11.41335828,,
11.33159039,,
11.24081146,,
11.05075579,,
10.87134884,,
10.74150115,,
10.53878897,,
10.46464724,,
10.39566117,,
10.29019585,,
10.27393662,,
10.13404988,,
9.911247026,,
9.7259826,,
9.68247839,,
9.386963655,,
9.359087348,,
9.221035739,,
9.131726579,,
8.89273477,,
8.771793905,,
8.626239513,,
8.382518794,,
8.059355356,,
7.839369902,,
7.702491081,,
7.503993958,,
7.274185211,,
7.152588821,,
7.025318842,,
6.900324244,,
6.655234008,,
6.627520122,,
6.452531056,,
6.390735343,,
6.341079621,,
6.293351945,,
6.188162451,,
6.124641583,,
6.068364693,,
